,question,imageId,GithubLink
340,Are there any bags that are short?,n472931,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n472931.jpg
341,Is there a bag in the picture that is not long?,n472931,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n472931.jpg
342,Are there any cell phones to the right of the laptop?,n244524,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n244524.jpg
343,Is that bag short?,n472931,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n472931.jpg
344,Does the brown bag look short?,n472931,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n472931.jpg
345,Does the brown bag have short length?,n472931,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n472931.jpg
346,Does the heavy bag look short?,n472931,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n472931.jpg
347,What device is to the right of the silver device?,n244524,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n244524.jpg
348,Are there people to the right of the metal utensil?,n483057,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n483057.jpg
349,Do you see a bag that is not long?,n472931,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n472931.jpg
350,Is there a racket to the right of the girl that is eating pasta salad?,n571294,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n571294.jpg
351,Is the plate wide?,n410542,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n410542.jpg
352,What is the piece of furniture in front of the small desk?,n114373,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n114373.jpg
353,Do the trees look leafy and brown?,n314931,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n314931.jpg
354,Do you see ladies to the left of the beautiful person that is eating pasta salad?,n571294,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n571294.jpg
355,Is the rectangular device to the left or to the right of the chair the table is above?,n244524,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n244524.jpg
356,What is in front of the small desk?,n114373,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n114373.jpg
357,Are there fences or glasses?,n212556,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n212556.jpg
358,Is the white food to the left of the red fruit?,n187579,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n187579.jpg
359,Is the covered plate small and wide?,n410542,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n410542.jpg
360,Are there giraffes near the white door?,n114373,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n114373.jpg
361,Is the crosswalk in front of a bicycle?,n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
362,Is the crosswalk in front of a scooter?,n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
363,What is the crosswalk in front of?,n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
364,The speaker that looks white and silver has what size?,n519109,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n519109.jpg
365,Is the pedestrian in the top of the photo?,n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
366,Is the pedestrian in the bottom of the picture?,n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
367,Are there any men in the image?,n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
368,Are there men or umpires?,n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
369,Is the side walk short?,n70601,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n70601.jpg
370,Is the wide chair behind the desk underneath the water bottle?,n114373,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n114373.jpg
371,"In which part of the picture is the pedestrian, the bottom or the top?",n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
372,Does the pedestrian to the left of the truck seem to be talking?,n162737,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n162737.jpg
373,Does the glove look striped?,n294472,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n294472.jpg
374,What material is the basket that looks black made of?,n558046,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n558046.jpg
375,Is the wide chair in front of the small desk?,n114373,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n114373.jpg
376,Is the can to the left of a bag?,n57079,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n57079.jpg
377,Is the can to the left of him?,n57079,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n57079.jpg
378,Is the can to the right of a man?,n57079,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n57079.jpg
379,Which pattern is the glove the man is wearing?,n294472,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n294472.jpg
380,Do you see a fence to the left of him?,n57079,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n57079.jpg
381,Are there any fences to the left of him?,n57079,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n57079.jpg
382,Is the snowboard green?,n276532,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n276532.jpg
383,Is there a fence to the left of him?,n57079,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n57079.jpg
384,Do you see any entertainment centers to the left of the couch the person is sitting on?,n521780,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n521780.jpg
385,Is the pattern of the glove striped?,n294472,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n294472.jpg
386,Is there a chair in front of the desk underneath the water bottle?,n114373,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n114373.jpg
387,Is the can to the right or to the left of the person that is using a mousepad?,n57079,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n57079.jpg
388,Is the can to the left or to the right of the man?,n57079,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n57079.jpg
389,Do you see any snowboards that are silver?,n276532,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n276532.jpg
390,Are there silver snowboards in the picture?,n276532,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n276532.jpg
391,Which type of cooking utensil is to the left of the donut?,n136096,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n136096.jpg
392,What is the baseball mitt in front of?,n168392,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n168392.jpg
393,What is in front of the pitcher?,n168392,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n168392.jpg
394,Do you see either any cages or ropes?,n168392,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n168392.jpg
395,Are there helmets in the picture?,n294472,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n294472.jpg
396,Is the baseball mitt in front of the black pitcher?,n168392,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n168392.jpg
397,What is the height of the window?,n28188,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n28188.jpg
398,Are there any cones or fences in the photo?,n168392,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n168392.jpg
399,Are there catchers or helmets in the image?,n294472,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n294472.jpg
400,Is the young woman to the right of a man?,n512539,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n512539.jpg
401,Where is the light fixture?,n340589,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n340589.jpg
402,Is there a truck that is not small?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
403,Do you see any trucks that are not small?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
404,Is the toilet near the sink white and clean?,n340589,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n340589.jpg
405,Is this lady to the right of a bus?,n571294,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n571294.jpg
406,Are there any skateboards in the photograph?,n340589,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n340589.jpg
407,Is the light fixture above the white sink near the wall?,n340589,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n340589.jpg
408,Are there any trucks that are blue in the image?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
409,Is there a truck in the image that is blue?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
410,Do you see trains or trucks that are long?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
411,Do you see a blue truck?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
412,Are there any trucks that are large?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
413,Are there any trucks in the image that are not small?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
414,Is there a truck that is not white?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
415,Are there large trucks in the photo?,n474569,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n474569.jpg
416,Is there any chair to the left of the man that is to the left of the person?,n26016,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n26016.jpg
417,Are there any fences that are brown?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
418,Is there a fence that is brown?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
419,Is there a woman to the right of the man that looks still?,n512539,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n512539.jpg
420,Are there chairs to the left of the man that is to the left of the person?,n26016,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n26016.jpg
421,Are there any benches or fences that are brown?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
422,Are there any brown fences or benches?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
423,Are there both fences and soccer balls in this image?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
424,Do you see either any surfboards or fences?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
425,Is there a brown fence in the image?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
426,Are there fences in the image that are brown?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
427,Are there either vases or fences that are short?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
428,Do you see short vases or fences?,n65423,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n65423.jpg
429,What is the photo showing?,n542565,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n542565.jpg
430,Are there women to the left of the man?,n26016,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n26016.jpg
431,Is the person to the left of the cake female or male?,n217754,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n217754.jpg
432,Is the still woman to the right of the man?,n26016,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n26016.jpg
433,Do the shoes look black or white?,n310594,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n310594.jpg
434,Is the person to the left of the child Caucasian and male?,n217754,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n217754.jpg
435,Is the still woman to the left of the person that is holding onto the cart?,n26016,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n26016.jpg
436,Is the yellow vehicle in the bottom part or in the top of the picture?,n438889,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n438889.jpg
437,Do you see a skateboard that is black?,n359561,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n359561.jpg
438,What type of furniture is to the right of the man?,n275523,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n275523.jpg
439,Which place is it?,n542565,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n542565.jpg
440,What do you think is the name of the food?,n137739,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n137739.jpg
441,Are the white clock and the bowl made of wood both round?,n544799,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n544799.jpg
442,Is the car old?,n273973,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n273973.jpg
443,Do you see any trash cans or skateboards?,n359561,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n359561.jpg
444,Is the fence behind a zebra?,n419903,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n419903.jpg
445,Do you see both skateboards and faucets?,n359561,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n359561.jpg
446,What food is in this picture?,n137739,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n137739.jpg
447,Is there either a black clock or skateboard?,n359561,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n359561.jpg
448,Are there either clocks or skateboards that are black?,n359561,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n359561.jpg
449,Are there any black skateboards?,n359561,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n359561.jpg
450,Is the long scarf white and soft?,n129901,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n129901.jpg
451,Who is holding the baseball bat?,n522984,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n522984.jpg
452,This player is holding what?,n522984,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n522984.jpg
453,What is this player holding?,n522984,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n522984.jpg
454,What is the player holding?,n522984,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n522984.jpg
455,What is the tall person holding?,n522984,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n522984.jpg
456,Is the scooter near the vehicle blue and large?,n36458,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n36458.jpg
457,Is the player holding the baseball bat?,n522984,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n522984.jpg
458,Is the tall person holding a racket?,n522984,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n522984.jpg
459,Are the shoes black or white?,n310594,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n310594.jpg
460,Is the young woman to the left or to the right of the man?,n512539,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n512539.jpg
461,Is the still woman to the right or to the left of the man?,n26016,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n26016.jpg
462,"In which part is the small car, the top or the bottom?",n438889,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n438889.jpg
463,Does the glass window look white?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
464,Do you think the window is white?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
465,What color is the glass window?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
466,Does the glass window have white color?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
467,Is the color of the window green?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
468,Which color do you think the glass window is?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
469,Are there any brown windows or doors?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
470,Does the window that is made of glass have green color?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
471,Is there a window that is blue in this photo?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
472,Do you see brown doors or windows?,n169067,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n169067.jpg
473,Is there a snow board?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
474,Are there either any paintings or snowboards in the photo?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
475,Are there any figurines?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
476,Are there any figurines or towel dispensers?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
477,Is there any clock in the image?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
478,Is the building behind the fence made of wood?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
479,Is the brick building behind the fence made of wood?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
480,Is the building behind an elephant?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
481,What kind of fast food is green?,n137739,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n137739.jpg
482,Is the hose on the left side?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
483,Is the water hose on the right?,n398043,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n398043.jpg
484,Is the cabinet made of metal?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
485,Was metal used to make the cabinet?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
486,Do you see cabinets in the picture that are metallic?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
487,Do you see cabinets that are not wooden?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
488,Is there either a metallic lamp or cabinet?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
489,Are there metallic cabinets in the picture?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
490,Does the plate to the right of the other plate look white and modern?,n390545,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n390545.jpg
491,What is the cabinet made of?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
492,Do you see any flags that are large?,n116251,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n116251.jpg
493,Is there a flag in the image that is not small?,n116251,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n116251.jpg
494,Are there any flags that are not small?,n116251,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n116251.jpg
495,Are there any flags that are black in the image?,n116251,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n116251.jpg
496,Does the plate above the table have white color?,n390545,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n390545.jpg
497,What color is the plate above the table?,n390545,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n390545.jpg
498,Are there either lamps or cabinets that are made of metal?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
499,Is there a cabinet that is made of metal?,n173264,https://raw.githubusercontent.com/ST0927/Experiment/main/Images/n173264.jpg
